id,year,exhibit_id,category,hierarchy_path,label,amount,file_name,storage_url,pdf_page,bounding_box,created_at,hierarchy_level,parent_entity
dcb3fd8a-a55b-4b5a-8e5a-e9d482135cc8,2025,A,Liabilities,Component Units > Metropolitan School Department,Total Liabilities (Subtotal),460697,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,,,4,School Department
97147b17-f68c-4345-8438-f7f810415db6,2025,A,Assets,Component Units > Metropolitan School Department,Total Assets (Subtotal),166122,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,,,4,School Department
787a542d-fe9d-4412-93e9-c622bf38615e,2025,A,Assets,Primary Government > Governmental Activities,Total Assets (Subtotal),0,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,,,4,Governmental Activities
5ff17bfc-5afc-4507-9c80-80aea12606fc,2025,A,Liabilities,Component Units > Metropolitan School Department,Total Liabilities (Subtotal),2334266,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,,,4,School Department
db9d406e-5f01-4a94-a9ed-081fd595021a,2025,A,Net Assets,Primary Government > Governmental Activities,Restricted for: Administration of Justice,142978,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,,,4,Governmental Activities
d19a4930-4018-4ba0-a7bb-010aa38e2f3c,2025,A,Assets,Primary Government > Business-type Activities,Total Assets (Subtotal),259875,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,,,4,Business-type Activities
dbe32f2f-d146-47f8-a187-b1babf55fc8e,2025,A,Assets,Primary Government > Governmental Activities,Total Assets (Subtotal),9277628,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,,,4,Governmental Activities
6e6a47ab-82bf-4f7e-84f8-83fa9975cdfa,2025,A,Assets,Primary Government > Governmental Activities,Total Assets (Subtotal),393779,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,,,4,Governmental Activities
89914166-7d2c-4aa3-97b8-ce2e7da09b2e,2025,A,Net Assets,Primary Government > Governmental Activities,Restricted for: Pensions,139177,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,,,4,Governmental Activities
0a839fb8-2eda-48d5-b41b-1151bc53124b,2025,A,Assets,Component Units > Metropolitan School Department,Total Assets (Subtotal),-44964,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,,,4,School Department
