year,exhibit_id,category,hierarchy_path,label,amount,file_name,storage_url,pdf_page,hierarchy_level,parent_entity
2025,A,Deferred Outflows of Resources,Primary Government > Governmental Activities,Pension Changes in Experience,65945,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,4,Governmental Activities
2025,A,Liabilities,Primary Government > Governmental Activities,Total Liabilities (Subtotal),73633,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,Governmental Activities
2025,A,Net Assets,Component Units > Metropolitan School Department,Restricted for: Education,704806,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,School Department
2025,A,Assets,Primary Government > Business-type Activities,Total Assets (Subtotal),2262025,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,4,Business-type Activities
2025,A,Net Assets,Component Units > Metropolitan School Department,Restricted for: Pensions,2156619,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,School Department
2025,A,Deferred Outflows of Resources,Component Units > Metropolitan School Department,OPEB Changes in Assumptions,232694,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,4,School Department
2025,A,Net Assets,Primary Government > Governmental Activities,Restricted for: Public Health and Welfare,165442,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,Governmental Activities
2025,A,Deferred Outflows of Resources,Component Units > Metropolitan School Department,OPEB Contributions After Measurement Date,63105,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,4,School Department
2025,A,Liabilities,Primary Government > Business-type Activities,Total Liabilities (Subtotal),8408019,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,Business-type Activities
2025,A,Assets,Primary Government > Business-type Activities,Total Assets (Subtotal),196499,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,4,Business-type Activities
2025,A,Assets,Component Units > Metropolitan School Department,Total Assets (Subtotal),283017,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,15,4,School Department
2025,A,Deferred Inflows of Resources,Primary Government > Governmental Activities,Pension Changes in Investment Earnings,31910,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,Governmental Activities
2025,A,Deferred Inflows of Resources,Component Units > Metropolitan School Department,Pension Changes in Investment Earnings,451999,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,School Department
2025,A,Liabilities,Primary Government > Governmental Activities,Due to Other Governments,71781,2025 Moore County Financial Report.pdf,https://hovdckksdjofgghaxtif.supabase.co/storage/v1/object/public/AFR_reports/originals/2025%20Moore%20County%20Financial%20Report.pdf,16,4,Governmental Activities
